48,70,85,98,113,126,139,157,181,0.0000160,0.00003325,0.00006594,0.00011319,0.00014986,0.00018991,0.00025467,0.00033221,0.00045803,2.899,25.425,33.237,37.112,40,41.916,44.382,46.767,52.688,0
10,22,33,42,55,73,94,122,166,0.0000256,0.00004773,0.00007576,0.00011281,0.00016787,0.00022657,0.00028996,0.0003654,0.00045365,9.7752,25.393,33.205,36.738,38.935,42.277,44.966,49.112,56.674,0
60,81,96,110,123,135,148,163,188,0.0000335,0.00007979,0.00011713,0.00014146,0.00017694,0.0002358,0.00030448,0.00046329,0.00065356,4.2025,33.078,36.999,38.951,40.894,41.407,45.269,52.734,56.692,0
4,19,34,47,62,82,104,129,164,0.0000352,0.00006632,0.00009622,0.00013278,0.00018717,0.00024554,0.00036507,0.00048111,0.0007183,2.899,36.491,42.601,44.562,46.565,48.767,50.91,53.378,60.571,0
74,95,108,120,130,142,152,165,186,0.0000321,0.00007614,0.00010589,0.00013853,0.00017087,0.00020558,0.0002519,0.00038251,0.00081511,7.8126,31.351,36.758,37.134,39.063,40.65,42.794,44.883,48.857,0
23,42,68,91,108,122,137,154,177,0.0000357,0.00006571,0.00008883,0.00013287,0.0001734,0.00022072,0.000298,0.0003722,0.0006179,6.0254,33.914,36.918,40.626,42.614,46.484,48.439,50.7,54.492,0
46,68,86,98,113,127,142,159,184,0.0000427,0.00008257,0.00011795,0.00016705,0.00021263,0.00025385,0.00033221,0.00044881,0.00064692,2.7344,30.83,68.201,72.102,74.83,76.478,79.661,91.892,107.57,0
4,16,26,34,42,52,68,94,137,0.0000449,0.00008196,0.00010480,0.00014361,0.00018944,0.00023698,0.00028216,0.00035035,0.00052207,2.7347,25.369,46.543,49.482,50.872,54.494,56.756,62.436,66.418,0
32,52,68,81,95.5,110,128,148,176,0.0000238,0.00004880,0.00008062,0.00011858,0.00014395,0.00016615,0.00022193,0.00029837,0.00043955,2.7347,21.158,36.737,38.679,39.173,42.606,50.809,56.74,72.258,0
7,20,30,39,52,69,93,125,170,0.0000223,0.00004380,0.00007389,0.00011017,0.00016009,0.0002214,0.0002916,0.00038684,0.00050855,4.2018,23.312,37.983,42.922,45.26,48.478,50.734,54.616,64.526,0
71,91,106,119,131,143,158,173,195,0.0000173,0.00004317,0.00007197,9.88E-05,0.00011818,0.00015702,0.0002183,0.00030825,0.00043593,5.8611,17.554,27.616,30.865,32.817,34.77,36.732,39.073,43.914,0
18,35,53,73,89,105,121,140,163,0.0000309,0.00006289,0.00008681,0.00012351,0.00016242,0.00019919,0.00023194,0.00029363,0.00041977,4.2023,17.745,32.828,35.019,38.696,40.822,42.719,44.883,48.712,0
65,84,99,110,121,132,143,158,177,0.0000225,0.00005304,0.00010161,0.00014789,0.00017562,0.00021893,0.00028179,0.00038358,0.00049975,9.7947,22.689,29.459,38.802,42.905,46.825,52.783,56.782,64.721,0
12,25,35,45,57,70,88,112,152,0.0000295,0.00005785,0.00009300,0.00011391,0.0001436,0.00018353,0.00025337,0.00031693,0.00045561,4.008,21.433,37.002,40.63,43.107,53.917,60.554,62.741,72.349,0
58,79,94,107,120,133,148,163,186,0.0000149,0.00003952,0.00006756,0.00011139,0.00014226,0.00019095,0.00025727,0.00033569,0.00048603,4.1068,26.958,33.022,36.719,38.703,40.822,42.795,46.525,50.409,0
6,22,34,43,55,66,80,101,129,0.0000243,0.00004117,0.00007290,0.00010507,0.00014294,0.00020246,0.00027828,0.00039056,0.00049661,2.7347,30.932,44.531,44.767,46.686,48.445,52.356,56.312,58.563,0
69,85,100,112,124,135,146,161,180,0.0000326,0.00006161,0.00009141,0.00012765,0.00017479,0.00023231,0.00027424,0.00033651,0.00048788,5.8654,21.267,33.01,35.787,38.48,40.654,42.975,45.125,52.791,0
15,27,39,56,79,105,126,145,165,0.0000210,0.00005065,0.00007638,0.00011094,0.0001599,0.00020897,0.00027202,0.00034584,0.00046467,4.1995,19.86,33.278,36.914,39.121,42.584,44.534,46.757,52.868,0
48,68,84,99,111,124,139,155,177,0.0000281,0.00007566,0.00010999,0.00015102,0.00020223,0.0002978,0.00046241,0.0006703,0.00090396,2.7382,37.417,64.12,68.361,76.173,80.198,85.547,89.976,95.711,0
0,10,18,24,33,39,48,56,73,0.0000389,0.00008128,0.00013982,0.00019682,0.00025104,0.00032346,0.0004386,0.00063563,0.0011443,2.7344,5.8598,23.426,53.09,62.389,66.839,85.7,111.17,117.24,0
94,102,111,117,124,128,134,141,151,0.0000251,0.00004734,0.00006699,9.39E-05,0.0001279,0.00016974,0.0002205,0.00028969,0.00038575,2.7344,21.365,31.125,36.747,39.063,41.019,43.125,46.881,52.749,0
11,17,21,27,37,55,72,92,122,0.0000199,0.00003737,0.00006117,8.70E-05,0.00011711,0.0001535,0.00020882,0.00029939,0.00047156,5.5143,32.626,36.988,40.697,42.969,44.924,46.878,50.619,58.275,0
78,98,115.1,129,142,155,172,194,231,0.0000249,0.00005115,0.00006893,9.32E-05,0.00011278,0.00013074,0.00016021,0.00022455,0.0004023,5.861,15.625,21.361,25.399,27.493,31.145,32.969,35.157,41.026,0
13,26,35,48,63,80,101,123,147,0.0000239,0.00005979,0.00009417,0.00012928,0.00016971,0.00023974,0.00031444,0.00046742,0.000757,6.5975,27.33,31.084,35.191,38.981,42.773,46.681,52.36,58.213,0
58,78,96,108,122,134,148,165,191,0.0000305,0.00004817,0.00008174,0.00012118,0.00015404,0.00018254,0.00024606,0.00031779,0.00042057,2.7347,23.549,36.914,39.046,42.603,44.536,48.68,52.674,60.381,0
21,36,59,84,105,122,139,160,184,0.0000205,0.00004382,0.00008178,0.00012047,0.00014875,0.00019528,0.00025352,0.00034823,0.00054167,9.5815,23.621,35.163,38.874,41.018,43.129,46.485,48.636,50.617,0
60,85,103,118,132,147,163,178,203,0.0000401,0.00007860,0.00009638,0.00011871,0.00014461,0.0001784,0.00021721,0.00028315,0.00042922,5.8603,19.543,31.362,37.233,42.981,44.931,46.876,50.783,58.451,0
11,24,34,43,53,66,85,112,156,0.0000333,0.00006314,0.00010109,0.00012934,0.00015555,0.00019804,0.00026828,0.00038856,0.00049637,11.734,25.41,43.208,52.646,58.54,60.695,62.732,64.901,76.249,0
63,80,96,107,117,128,140,154,174,0.0000271,0.00005523,0.00007026,8.61E-05,0.00012245,0.00017593,0.00025975,0.00048242,0.00084646,7.8258,28.911,32.813,34.766,36.738,38.701,41.019,46.499,54.299,0
29,53,74,91,107,124,141,162,190,0.0000277,0.00006074,0.00009503,0.0001312,0.00016948,0.0002197,0.0002769,0.00039516,0.00055693,5.5734,35.01,40.025,42.594,46.487,50.391,52.387,56.493,66.382,0
36,55,68,81,94,109,122,140,164,0.0000276,0.00004313,0.00006402,8.20E-05,0.00010007,0.00013648,0.00019034,0.00030224,0.00044027,3.519,17.407,31.257,33.203,35.176,39.063,42.611,44.601,45.21,0
